iteration,time_ms
1,1.6349850000000004
2,2.487555999999998
3,2.5129650000000083
4,2.47354
5,2.735922000000002
6,2.4677089999999993
7,2.409981000000002
8,2.457486000000003
9,2.761456999999993
10,2.5419339999999977
11,1.3596450000000004
12,3.1352370000000036
13,2.485585999999998
14,2.1779279999999943
15,2.4535260000000108
16,2.453946000000002
17,2.4679479999999927
18,2.5072239999999937
19,2.533447999999993
20,2.482217999999989
